request_id,student_id,book_id,loan_date
196,1209,31964,2014-06-04
197,2307,11462,2015-03-03
198,583,47338,2019-03-03
199,590,18247,2018-12-10
200,2720,49676,2015-08-31
201,4585,17855,2022-03-12
202,1084,5454,2014-11-17
203,3157,5694,2023-01-25
204,3115,5280,2022-10-31
205,3694,49794,2023-12-30
206,4294,18040,2022-10-28
207,1838,32179,2019-11-19
208,1480,21994,2023-05-13
209,1728,2877,2019-08-11
210,2896,27196,2023-06-01
211,4340,35596,2019-05-13
212,4730,9365,2019-10-16
213,4165,18953,2015-04-17
214,4899,2609,2016-07-08
215,142,2742,2016-01-18
216,31,35739,2023-12-26
217,1156,39520,2019-11-19
218,4060,18292,2019-11-12
219,2336,35151,2016-05-30
220,3012,33874,2021-12-28
221,2360,20226,2015-09-04
222,2070,40926,2016-12-13
223,631,21389,2018-07-22
224,1067,17278,2018-04-23
225,4742,36279,2019-02-10
226,2382,25982,2017-07-29
227,4575,17267,2018-10-02
228,2361,5114,2022-12-23
229,4530,30745,2018-01-14
230,3759,42583,2014-09-03
231,2444,21441,2022-03-10
232,1617,31723,2016-07-02
233,1789,24707,2015-02-12
234,2869,21819,2019-01-12
235,2862,5118,2017-07-16
236,364,40844,2023-04-06
237,4001,30634,2016-03-24
238,2917,27281,2018-12-03
239,2066,41245,2019-12-09
240,1915,47622,2014-09-19
241,299,48643,2020-04-21
242,1981,3388,2024-03-09
243,4812,37334,2020-11-08
244,433,34707,2015-01-19
245,486,49001,2014-10-03
246,3557,30837,2017-06-22
247,3483,30992,2016-09-20
248,4359,19886,2014-12-02
249,3294,24221,2021-06-24
250,4135,8528,2022-06-17
251,4106,16251,2021-08-30
252,1757,211,2020-07-01
253,2920,26057,2020-12-23
254,730,42598,2021-09-19
255,2768,26238,2019-09-08
256,1963,26037,2014-07-21
257,3628,26139,2015-02-22
258,2985,49963,2016-05-31
259,967,20754,2015-05-18
260,4080,2098,2022-04-26
261,3169,38377,2023-07-07
262,151,12483,2015-07-24
263,4222,43808,2014-06-30
264,3885,35656,2022-06-02
265,1092,40070,2021-10-03
266,4741,27278,2015-03-16
267,975,38531,2020-05-27
268,4238,27579,2019-03-13
269,1563,10709,2022-05-22
270,4693,17794,2016-01-30
271,4681,12978,2014-11-19
272,4428,46716,2019-12-12
273,1477,1927,2018-11-16
274,495,21811,2023-05-03
275,1325,16644,2022-11-14
276,1965,31286,2020-05-11
277,2369,1915,2016-12-25
278,1153,919,2021-10-06
279,3765,1127,2021-10-12
280,4413,18360,2016-07-29
281,2988,4684,2021-07-02
282,3837,47143,2021-01-11
283,1577,10787,2017-02-09
284,3336,3716,2023-02-23
285,4697,46436,2019-02-04
286,1759,23941,2023-09-11
287,469,36835,2024-04-27
288,326,8767,2014-11-23
289,727,27760,2022-01-13
290,3303,48996,2016-05-04
291,2326,8975,2021-07-27
292,1447,35159,2018-09-01
293,1646,7715,2023-10-23
294,3212,42120,2020-06-08
295,1219,8844,2019-08-14
296,2711,45196,2017-01-18
297,226,21062,2023-11-08
298,1152,22490,2020-05-21
299,2061,143,2015-07-13
300,1628,3648,2022-09-15
301,1419,6428,2018-02-28
302,3361,13559,2019-08-26
303,545,13110,2020-02-29
304,4785,11186,2023-04-28
305,74,31628,2014-07-12
306,3952,45989,2014-09-07
307,2884,39812,2014-09-06
308,3432,38954,2018-04-09
309,1082,38827,2022-05-19
310,4711,24111,2023-09-28
311,1269,14273,2014-07-07
312,3328,27822,2019-04-17
313,972,26848,2015-02-05
314,4035,30443,2015-08-21
315,1393,14068,2016-02-28
316,4756,15463,2019-12-15
317,3842,27146,2015-08-17
318,3557,44233,2017-05-27
319,2984,10600,2024-03-14
320,3082,9753,2015-07-04
321,2349,19753,2018-10-01
322,3207,4126,2021-09-21
323,4778,14134,2014-06-21
324,152,10716,2015-04-15
325,3172,36301,2022-09-15
326,4072,27598,2015-09-26
327,2465,21936,2023-01-23
328,481,34895,2021-07-09
329,2466,40872,2014-10-05
330,4095,9323,2016-02-27
331,4998,28124,2018-07-20
332,4907,9300,2016-11-09
333,1058,36904,2017-12-30
334,3994,32788,2014-06-25
335,3606,29984,2023-02-25
336,612,12130,2016-09-21
337,3445,30030,2017-04-18
338,3988,45009,2022-01-11
339,4818,15688,2016-01-13
340,2936,33251,2015-11-14
341,4278,23215,2023-11-29
342,2263,44292,2023-07-27
343,817,25212,2022-01-30
344,1304,6602,2016-06-17
345,4753,46335,2018-05-02
346,1321,37868,2017-02-03
347,3550,17010,2017-11-22
348,2409,6163,2022-08-15
349,814,3872,2014-11-24
350,976,15768,2019-10-01
351,2916,158,2022-10-29
352,4715,9651,2014-07-18
353,3983,10640,2023-03-05
354,3480,47906,2014-06-15
355,4831,40576,2018-06-13
356,1742,29632,2019-05-27
357,1884,15965,2017-06-09
358,3475,5876,2014-10-09
359,3817,43519,2020-07-26
360,667,22225,2015-10-05
361,2621,36937,2023-03-07
362,3726,42888,2022-09-19
363,2235,18179,2015-07-28
364,1849,27048,2022-10-27
365,2481,13367,2022-08-09
366,4760,26660,2016-06-05
367,530,28145,2021-08-11
368,1396,14071,2022-04-20
369,573,7302,2018-01-08
370,3911,35310,2020-11-16
371,1523,27941,2015-10-27
372,586,32665,2022-01-26
373,1399,39833,2022-09-01
374,4398,27868,2015-01-03
375,4812,4757,2022-11-03
376,4076,9336,2017-12-25
377,3012,18810,2020-06-17
378,4385,5901,2019-03-05
379,3353,14503,2020-12-12
380,997,16601,2018-08-08
381,3126,40794,2021-02-09
382,472,26849,2016-11-19
383,2410,5166,2016-08-01
384,4721,45989,2024-04-17
385,2553,8638,2017-06-30
386,2734,26721,2021-06-29
387,4163,47522,2020-09-18
388,3009,24906,2024-02-26
389,3894,13590,2019-01-09
390,3519,43180,2018-08-05
391,278,12865,2020-07-31
392,3561,2846,2020-12-22
393,4273,8557,2024-02-28
394,3931,14243,2018-06-14
395,2811,45436,2016-07-15
396,3710,15197,2017-07-21
397,349,36037,2017-06-16
398,2637,8730,2023-07-15
399,4211,22381,2014-09-10
400,3250,42960,2021-02-26
401,771,44462,2020-03-08
402,4713,17186,2019-08-02
403,1857,18371,2018-02-27
404,1696,45541,2014-09-05
405,2727,1315,2019-02-10
406,3572,44628,2014-11-12
407,1905,27425,2014-08-28
408,930,37247,2023-09-22
409,707,28748,2017-10-11
410,4613,25807,2016-06-13
411,2306,31998,2022-01-08
412,970,12792,2020-05-19
413,2667,6011,2023-03-29
414,869,18167,2022-02-28
415,4017,15614,2019-08-29
416,3238,34439,2018-05-01
417,1210,46302,2024-02-09
418,3971,37112,2022-03-07
419,2601,9549,2022-01-22
420,1696,12565,2021-08-26
421,4879,5473,2015-02-23
422,1540,44248,2017-08-28
423,2315,3449,2021-11-05
424,3631,28181,2020-07-14
425,1353,33993,2024-03-24
426,2031,8554,2021-02-12
427,1616,45309,2018-05-13
428,3086,25604,2018-10-08
429,1018,42561,2017-02-02
430,1201,12332,2023-06-02
431,2264,30750,2019-02-21
432,3869,44852,2015-04-11
433,3867,4517,2024-03-04
434,2066,47955,2016-03-03
435,1325,27673,2019-08-10
436,4355,10535,2016-04-18
437,3841,4523,2023-03-31
438,3,35986,2017-03-18
439,3142,18146,2017-07-02
440,437,44038,2017-04-20
441,1670,25358,2023-02-23
442,4621,34866,2020-10-05
443,4274,32458,2018-09-20
444,429,21571,2016-11-06
445,3017,17854,2020-02-10
446,537,14116,2017-05-09
447,1059,9476,2016-11-10
448,3231,21779,2016-09-23
449,2461,6804,2014-06-18
450,2076,16145,2021-01-14
451,197,25934,2015-07-28
452,3343,27564,2016-03-01
453,3143,11475,2021-12-15
454,121,38306,2021-12-29
455,3220,41778,2015-01-31
456,3910,6713,2020-03-27
457,1962,14139,2022-02-23
458,1726,43100,2016-05-09
459,3100,31354,2014-06-21
460,4718,27995,2023-05-09
461,4180,37255,2020-04-21
462,1845,33410,2023-10-04
463,3253,10069,2016-07-01
464,3466,19178,2019-07-09
465,1781,16165,2018-12-10
466,1992,8567,2018-11-27
467,88,40735,2020-07-03
468,384,15534,2018-02-19
469,677,39789,2017-02-14
470,4669,9174,2017-07-20
471,1107,26156,2016-03-02
472,1008,39569,2021-10-04
473,3739,7613,2019-07-14
474,4225,44036,2016-06-07
475,3480,20617,2017-08-04
476,4440,44762,2022-05-13
477,2968,38197,2018-05-13
478,2247,12483,2024-02-03
479,334,37183,2017-04-21
480,2834,33069,2022-06-25
481,1803,45724,2018-04-29
482,1767,7172,2014-12-14
483,3742,10738,2016-08-23
484,1580,31060,2015-11-27
485,3584,43216,2018-08-22
486,1456,9573,2020-06-16
487,4863,44841,2016-04-18
488,35,31343,2018-12-25
489,2078,13559,2018-10-08
490,1036,12782,2020-08-29
491,2187,9580,2016-10-24
492,651,27815,2022-11-29
493,3116,14175,2015-09-17
494,4735,38561,2015-08-22
495,549,48437,2021-05-31
496,2380,9458,2019-05-03
497,2836,4373,2022-09-11
498,4521,16046,2016-04-04
499,3699,47098,2018-02-16
500,4623,9874,2019-04-27
501,2482,23740,2015-08-18
502,4225,18524,2021-05-05
503,3160,14384,2023-12-12
504,4065,3142,2016-02-25
505,813,13111,2021-01-17
506,3618,45093,2020-05-22
507,3713,7823,2014-09-26
508,4065,2791,2016-08-30
509,2018,19429,2023-04-02
510,1865,36840,2014-09-18
511,64,17680,2016-04-01
512,3431,37389,2022-10-14
513,4312,24794,2016-09-03
514,570,32896,2022-09-20
515,3053,22789,2022-08-18
516,1944,45241,2018-06-16
517,715,49336,2014-08-04
518,4301,35030,2016-03-28
519,3120,13623,2021-12-29
520,4741,11692,2021-06-15
521,1751,38569,2022-04-18
522,1883,34002,2023-09-14
523,198,46826,2019-03-16
524,1721,13885,2020-07-17
525,3145,6040,2020-10-16
526,1012,42578,2018-12-22
527,1899,7196,2015-10-29
528,3805,43117,2017-09-17
529,951,24343,2018-08-24
530,462,34027,2018-02-09
531,3651,5584,2020-08-29
532,471,43632,2017-05-07
533,3387,5896,2020-05-07
534,3278,1843,2023-10-27
535,2657,37884,2021-09-03
536,341,23143,2016-07-30
537,3087,3902,2021-12-20
538,208,8429,2021-02-08
539,4799,18200,2016-11-13
540,941,9887,2017-08-08
541,3775,8216,2014-07-02
542,669,40365,2019-08-21
543,175,14588,2021-01-02
544,3667,33336,2020-01-20
545,4147,28003,2014-08-05
546,1451,7734,2021-05-13
547,738,17990,2017-06-29
548,4293,48327,2020-04-25
549,2455,20999,2016-11-07
550,2189,48646,2014-12-28
551,2770,20861,2018-12-30
552,4430,21569,2018-06-21
553,275,17610,2017-12-18
554,4467,3264,2017-06-26
555,3791,798,2018-10-01
556,3336,45413,2020-08-14
557,3259,33301,2015-03-19
558,373,19123,2014-10-23
559,1352,46144,2019-09-26
560,1854,16329,2022-07-18
561,4885,39663,2016-03-28
562,3563,33580,2015-08-17
563,1043,46126,2022-06-10
564,3365,26273,2020-12-10
565,2616,24990,2015-09-05
566,494,37761,2017-10-15
567,2397,14840,2016-05-31
568,2326,44476,2020-11-13
569,2215,4041,2023-10-03
570,508,9693,2018-12-24
571,3030,23990,2016-07-01
572,3494,1420,2021-05-07
573,1060,37337,2022-06-01
574,3043,30412,2019-03-12
575,4056,15798,2023-12-30
576,4741,30440,2014-06-24
577,3690,18630,2015-08-11
578,2719,41971,2016-03-08
579,2736,14272,2018-03-03
580,347,23702,2020-10-21
581,1762,14523,2020-04-09
582,3594,10133,2016-02-29
583,3790,2522,2016-05-24
584,3078,9382,2020-04-14
585,1673,6359,2016-02-16
586,1564,43576,2016-08-15
587,2073,46206,2016-09-27
588,3934,8070,2017-03-15
589,2715,19994,2023-11-27
590,1326,13125,2015-04-04
591,4643,35361,2017-10-02
592,2012,13241,2019-12-31
593,2499,8440,2017-06-02
594,2585,13698,2017-05-22
595,4381,11874,2016-04-11
596,4930,13519,2020-11-26
597,2887,32982,2018-07-18
598,415,18394,2018-11-08
599,2777,43541,2023-01-14
600,532,46844,2020-05-13
601,2302,18510,2020-09-06
602,3170,45581,2015-03-03
603,1404,29958,2018-12-22
604,4139,18380,2015-05-11
605,2018,46353,2023-12-09
606,1284,35770,2023-12-26
607,2198,11852,2014-12-20
608,2074,43215,2017-11-25
609,3823,6789,2019-08-09
610,3098,44175,2017-12-05
611,2279,38776,2018-08-17
612,450,41862,2021-05-01
613,2981,14356,2022-02-20
614,3319,28819,2021-11-16
615,1281,41153,2023-07-02
616,4860,40852,2018-02-10
617,1187,28254,2023-12-23
618,1709,44869,2023-01-13
619,2654,43651,2015-12-25
620,2254,4134,2019-10-04
621,1705,18030,2021-09-04
622,2574,40863,2018-10-24
623,3550,39531,2017-03-05
624,1352,3025,2015-11-30
625,4053,18933,2023-02-09
626,2938,27710,2015-03-17
627,1244,7662,2019-11-01
628,488,43338,2023-05-19
629,4113,22414,2014-08-10
630,1752,31445,2021-11-07
631,3407,5264,2015-08-18
632,1374,25394,2019-09-21
633,3014,2013,2023-12-15
634,2477,35926,2016-01-15
635,153,5773,2016-11-24
636,700,40669,2015-08-12
637,2926,32163,2021-07-13
638,724,29986,2018-11-13
639,2776,15834,2020-08-12
640,2795,13955,2022-04-21
641,2280,2223,2018-08-22
642,2095,25933,2016-11-28
643,3443,37907,2018-10-26
644,1123,17674,2016-09-08
645,3035,12655,2021-08-25
646,3169,43001,2014-06-10
647,1755,2675,2020-11-08
648,4524,31610,2016-07-01
649,3710,16378,2022-05-28
650,4949,20234,2021-06-14
651,2889,47713,2014-12-06
652,1258,45619,2015-07-05
653,320,12768,2020-10-21
654,4191,7154,2017-05-30
655,4971,26356,2014-12-23
656,3332,26534,2015-11-11
657,4089,34084,2019-10-11
658,3782,9690,2014-11-13
659,1750,5111,2019-05-17
660,2268,11253,2019-03-21
661,4527,1361,2021-12-25
662,930,13037,2020-07-13
663,2154,9697,2023-04-18
664,2711,21568,2023-07-26
665,3403,40687,2021-02-02
666,1274,41981,2014-06-22
667,3747,9487,2021-04-04
668,3631,30408,2015-11-28
669,4428,40164,2023-03-16
670,1268,14510,2016-03-14
671,4479,36305,2020-05-24
672,3994,30312,2019-08-23
673,3966,17630,2021-08-19
674,2264,24748,2024-03-03
675,225,17554,2014-12-24
676,3872,14175,2020-02-17
677,3962,2049,2018-08-11
678,1546,21652,2014-06-10
679,2082,16715,2023-06-11
680,4421,35046,2017-05-27
681,4363,36608,2019-05-07
682,1518,10692,2023-12-12
683,3358,15133,2020-01-15
684,1532,42580,2019-12-19
685,1125,28058,2021-09-19
686,442,49905,2017-10-10
687,121,36339,2015-08-10
688,3117,7369,2020-01-17
689,4082,31440,2020-07-17
690,4913,45302,2019-06-08
691,2730,37558,2016-11-04
692,1626,33699,2018-04-25
693,4838,27255,2016-06-18
694,3795,26493,2022-10-04
695,3322,26514,2024-03-16
696,632,33826,2017-11-19
697,2552,9486,2022-07-07
698,4211,46240,2014-10-22
699,4094,9985,2017-08-26
700,2494,10498,2021-05-14
701,2408,40264,2021-03-20
702,2781,22400,2017-07-08
703,1352,16460,2019-07-17
704,955,49407,2021-11-11
705,557,44130,2015-03-11
706,2489,22644,2019-04-18
707,4384,26042,2020-12-11
708,656,35141,2015-01-25
709,1198,36799,2016-05-23
710,3414,23255,2023-04-22
711,2892,26085,2023-01-10
712,2415,29267,2017-04-12
713,1833,43782,2020-06-26
714,2871,36563,2019-02-05
715,1658,10025,2014-11-25
716,2523,38411,2015-09-05
717,4310,5627,2024-03-06
718,2715,2956,2019-07-12
719,4081,30826,2022-04-11
720,2489,13471,2023-11-30
721,4825,38226,2014-06-19
722,1644,36431,2020-06-21
723,236,49929,2016-07-21
724,4831,45218,2017-06-05
725,2716,35641,2016-01-19
726,3612,36448,2024-01-05
727,3468,9769,2019-05-21
728,3282,10337,2018-03-18
729,2893,43061,2023-10-08
730,3678,7617,2022-09-07
731,3493,47156,2020-02-16
732,2447,18063,2023-03-12
733,2655,10483,2023-01-25
734,700,27246,2024-02-19
735,4798,23074,2017-10-06
736,1146,20759,2020-01-09
737,2626,21585,2017-11-23
738,4962,43862,2020-12-02
739,1071,43066,2018-11-19
740,841,22682,2015-05-19
741,274,38313,2017-11-27
742,1301,13005,2022-06-13
743,890,25506,2023-07-26
744,237,18942,2024-04-28
745,2596,12113,2015-03-24
746,636,1466,2018-05-05
747,258,6226,2016-04-25
748,516,23266,2019-12-25
749,1236,25563,2017-06-11
750,2341,49446,2020-11-20
751,2359,47212,2019-10-02
752,4638,32864,2021-09-13
753,3379,32301,2016-12-31
754,4939,22660,2022-10-09
755,4765,19953,2019-12-17
756,3147,37581,2022-12-21
757,1846,14966,2020-06-13
758,1595,26022,2020-02-22
759,2240,26371,2023-08-15
760,195,26872,2021-12-14
761,2552,17585,2020-10-06
762,2764,46191,2018-04-17
763,3728,5973,2020-08-12
764,49,9913,2021-03-23
765,3294,669,2018-08-24
766,3802,47029,2016-08-26
767,1407,35447,2017-03-14
768,3881,38336,2018-11-08
769,4056,15891,2019-04-26
770,2481,21574,2023-11-22
771,3669,223,2021-02-24
772,4983,29475,2016-05-04
773,4015,9330,2021-04-27
774,2587,38183,2020-11-13
775,3040,8738,2015-07-17
776,506,37083,2023-01-17
777,3862,14656,2021-05-31
778,2207,16492,2015-05-26
779,3545,4949,2016-05-27
780,3676,38525,2016-12-20
781,4398,19282,2017-03-13
782,3529,45332,2020-04-09
783,2476,28792,2021-02-05
784,3011,12894,2018-05-16
785,4282,9417,2015-10-25
786,2914,1293,2022-10-15
787,4601,15349,2019-11-03
788,1674,40138,2022-10-19
789,1608,36869,2017-01-11
790,2974,33470,2020-11-10
791,1925,6146,2019-12-17
792,251,35648,2017-05-30
793,2825,17227,2023-12-24
794,919,32776,2021-10-14
795,2235,47173,2016-10-18
796,2719,33393,2015-05-10
797,3124,49053,2019-07-12
798,2300,22319,2017-10-25
799,570,31288,2016-10-15
800,1612,49940,2020-10-03
801,1071,40671,2018-04-25
802,2787,9697,2022-05-19
803,1444,22206,2015-05-18
804,3580,32978,2020-05-14
805,3124,14996,2022-04-13
806,2621,37852,2023-03-23
807,1177,31332,2019-11-11
808,493,20726,2021-02-20
809,3725,16877,2023-04-22
810,2978,25916,2020-08-17
811,903,7374,2022-06-09
812,4723,2723,2014-07-10
813,4018,28491,2021-06-09
814,786,45708,2014-09-25
815,813,9857,2022-12-16
816,4559,9230,2024-04-23
817,2447,47675,2023-12-24
818,4305,39503,2015-12-08
819,4687,39005,2015-09-14
820,969,30091,2014-10-25
821,487,22983,2018-09-09
822,300,43437,2016-05-08
823,1004,17966,2019-05-30
824,1428,49439,2016-02-20
825,2425,18872,2021-05-26
826,1824,12781,2023-04-28
827,4777,46322,2021-10-01
828,1499,16629,2020-03-05
829,1306,41889,2016-08-29
830,1550,15541,2017-07-10
831,4722,36307,2022-07-18
832,1363,36672,2017-03-04
833,3029,19608,2018-07-29
834,1541,39925,2017-04-27
835,4256,26369,2017-01-23
836,3440,43654,2021-05-20
837,2328,10331,2017-06-04
838,2324,24598,2016-11-24
839,3596,34849,2019-04-05
840,2801,22117,2022-03-23
841,2530,33697,2019-03-08
842,2454,19194,2020-01-13
843,2812,12028,2018-06-20
844,1362,48422,2023-08-20
845,4154,48619,2021-05-22
846,2504,13182,2019-07-28
847,3601,27581,2021-04-20
848,133,2167,2015-03-24
849,4308,36356,2023-02-17
850,2204,19482,2018-09-15
851,4939,25049,2022-08-18
852,1703,39416,2021-08-03
853,3511,31135,2018-10-30
854,3731,21357,2014-11-26
855,3033,27616,2023-08-12
856,1805,10149,2015-02-20
857,774,13194,2019-09-07
858,542,47278,2014-08-04
859,765,24584,2016-10-22
860,3754,3546,2014-08-04
861,4883,34836,2017-06-26
862,1334,28960,2023-10-21
863,3912,4346,2019-01-30
864,4139,48613,2019-06-08
865,1185,25180,2017-07-13
866,2978,29046,2016-01-25
867,3967,31829,2014-11-26
868,4191,38794,2017-06-09
869,4151,7817,2019-02-12
870,4379,89,2014-10-23
871,1199,41811,2022-06-24
872,4288,23622,2023-07-24
873,1643,956,2017-11-24
874,47,23973,2017-05-07
875,2235,24187,2019-11-17
876,786,24345,2023-11-30
877,4850,43031,2014-06-18
878,4397,10704,2018-07-18
879,409,23557,2022-12-02
880,94,47201,2021-11-11
881,1485,16883,2015-03-16
882,3943,22420,2021-08-09
883,2433,1268,2023-03-31
884,3759,10501,2015-03-20
885,783,30146,2017-04-05
886,2533,16127,2018-07-09
887,2118,32450,2020-03-01
888,3229,48083,2020-12-25
889,2620,40437,2018-03-20
890,64,401,2021-07-28
891,3094,35514,2023-08-12
892,2553,36143,2015-12-25
893,3537,12369,2021-10-05
894,883,14554,2022-01-01
895,3190,14057,2015-02-15
896,162,4615,2022-06-11
897,999,45443,2016-07-24
898,1319,38661,2022-12-11
899,3599,44200,2023-08-17
900,2795,695,2019-05-31
901,4165,1005,2021-09-07
902,2052,5293,2016-08-19
903,915,38717,2015-01-20
904,4264,38742,2015-11-15
905,3541,23907,2022-06-25
906,680,40762,2016-10-27
907,1128,1934,2021-05-23
908,3338,17742,2015-08-20
909,4979,5195,2015-12-19
910,2025,42068,2016-10-22
911,4904,19233,2020-10-12
912,2226,1817,2018-12-20
913,536,38850,2020-05-09
914,2422,16073,2023-01-01
915,1484,4873,2014-08-18
916,250,47887,2022-05-13
917,4387,12523,2022-02-24
918,2202,516,2018-04-19
919,2020,23097,2023-07-14
920,42,29837,2020-05-11
921,4152,2256,2014-07-23
922,3710,46223,2018-06-14
923,2996,5221,2022-01-22
924,3616,49855,2017-12-13
925,1472,45119,2017-03-27
926,2057,43601,2023-02-21
927,240,31993,2023-08-15
928,776,37274,2017-12-13
929,4815,40435,2020-10-09
930,2038,48897,2021-10-01
931,4368,15806,2023-01-28
932,4137,32281,2021-05-18
933,364,30959,2015-07-21
934,581,24034,2015-02-07
935,481,19122,2019-01-16
936,3845,4449,2023-10-19
937,4185,42076,2021-06-29
938,353,14143,2014-12-24
939,2409,26228,2016-06-03
940,2690,39648,2023-03-05
941,2310,30241,2015-09-25
942,495,9968,2022-09-19
943,2910,47778,2022-05-11
944,2363,21815,2018-11-08
